분류,제목,시간,링크
IT 일반,"전 인텔 CEO ""AI 수요 거의 무제한, 에너지가 유일한 제약""",23시간전,https://n.news.naver.com/article/001/0016190450
IT 일반,"네이버 'AI 자가 방어' 기술, 세계 AI학회 상위 2.2% 최고연구에 꼽혀",23시간전,https://n.news.naver.com/article/003/0014062400
컴퓨터,"중국 미니맥스, 2조8000억원 자금 조달 추진…오픈소스 AI 개발 확대",8분전,https://n.news.naver.com/mnews/article/092/0002430419
컴퓨터,[AI 고속도로] AI 데이터센터 정부·민간 '원팀' 꾸린다…범부처 지원체계 시동,10분전,https://n.news.naver.com/mnews/article/092/0002430415
컴퓨터,"[유미's 픽] 삼성SDS, 삼성전자 '제미나이' 사업 수주…그룹 AI 물량 쏠리나",10분전,https://n.news.naver.com/mnews/article/092/0002430414
컴퓨터,"[AI 고속도로] 메타, 美루이지애나 AI 데이터센터 5GW로 확대…500억 달러 투입",1시간전,https://n.news.naver.com/mnews/article/092/0002430393
컴퓨터,"유럽 방산 AI 스타트업 헬싱, 1조8천억원 투자 유치…기업가치 18조원 평가",1시간전,https://n.news.naver.com/mnews/article/092/0002430392
컴퓨터,"나델라 CEO ""기업, AI 쓰다 업무 노하우 뺏겨…자체 학습 환경 필수""",1시간전,https://n.news.naver.com/mnews/article/092/0002430389
컴퓨터,"AI 스택플레이션이 온다…AI 확산, ICT 비용 구조를 다시 쓴다",1시간전,https://n.news.naver.com/mnews/article/138/0002234078
컴퓨터,"코리아엑스퍼트, 금융·보험 의사결정 업무에 AI 에이전트 적용 확대",1시간전,https://n.news.naver.com/mnews/article/138/0002234071
컴퓨터,"“AI전쟁, 이제는 하드웨어다”…애플-오픈AI 소장에 드러난 실태",1시간전,https://n.news.naver.com/mnews/article/029/0003036899
컴퓨터,"시큐웨이브, AI 시대 엔드포인트 운영 전략 제시",14시간전,https://n.news.naver.com/mnews/article/092/0002430367
컴퓨터,"이통3사·네카오, 정부 '모두의 AI' 참여 채비",15시간전,https://n.news.naver.com/mnews/article/031/0001041852
컴퓨터,"AI스페라, 글로벌 AI 보안 운영 플랫폼 토크와 파트너십",15시간전,https://n.news.naver.com/mnews/article/092/0002430355
컴퓨터,[AI정책노트] 토종 AI 현장 확산에 속도… 법령비서 개시·아세안 인재양성도,16시간전,https://n.news.naver.com/mnews/article/138/0002234061
컴퓨터,"배경훈 부총리 ""AI 데이터센터 전폭 지원…국산 피지컬 AI 플랫폼 구축""(종합)",16시간전,https://n.news.naver.com/mnews/article/031/0001041811
컴퓨터,법안 처리 과정 한눈에…국회 문서 연결한 AI 나왔다,17시간전,https://n.news.naver.com/mnews/article/092/0002430331
컴퓨터,"배경훈 ""AIDC 범부처 종합지원 TF 가동… 부지·전력·인허가 전폭 지원""",17시간전,https://n.news.naver.com/mnews/article/138/0002234051
컴퓨터,"메가존클라우드·서울 AI 허브, 서울 AI 기업 100곳 GPU 인프라 지원",17시간전,https://n.news.naver.com/mnews/article/138/0002234047
컴퓨터,"내년 세수 500조 예상…정부, 미래대응기금 조성해 청년·지방·피지컬AI 집중 투자",17시간전,https://n.news.naver.com/mnews/article/138/0002234045
컴퓨터,'K엔비디아' 꿈꾸는 리벨리온…인공지능 최적화 기업 품는다,18시간전,https://n.news.naver.com/mnews/article/015/0005309351
컴퓨터,"정부, K-AI로 전 국민 무료 챗봇 만든다…연내 출시",18시간전,https://n.news.naver.com/mnews/article/092/0002430318
컴퓨터,"""모두의 AI’ 드디어 공모 떴다""... 국산모델 50% 조건·8월 사업자 선정",18시간전,https://n.news.naver.com/mnews/article/138/0002234041
컴퓨터,"마크애니, 'GITEX AI유럽 2026' 참가...인도네시아 행정 혁신 DID 소개",18시간전,https://n.news.naver.com/mnews/article/092/0002430316
컴퓨터,"어도비, 디즈니 테마파크에 AI 도입…스케치·3D 모델 자동화",18시간전,https://n.news.naver.com/article/092/0002430310
컴퓨터,"나인앤컴퍼니, 신사업으로 AI DC 냉각솔루션 낙점…전담조직 신설",19시간전,https://n.news.naver.com/article/138/0002234024
컴퓨터,"오케스트로, 모로코 관세청에 AI·클라우드 노하우 전수",19시간전,https://n.news.naver.com/article/092/0002430298
컴퓨터,"큐원 추론 7배 빠르게…노타, 글로벌 AI 학회 챌린지 3위",19시간전,https://n.news.naver.com/article/092/0002430296
컴퓨터,"베스핀글로벌, AIA생명 생성형 AI 상담시스템 구축…금융권 컨택센터 공략",19시간전,https://n.news.naver.com/article/092/0002430294
컴퓨터,"AI 시대 브랜드 리스크 커지는데…기업 75% ""대응 체계 부재""",20시간전,https://n.news.naver.com/article/092/0002430293
컴퓨터,"이스트소프트, 고령 농업인도 쓰는 자율 제어 AI 개발한다",20시간전,https://n.news.naver.com/article/092/0002430292
컴퓨터,"팀네이버, 국제 머신러닝 학회서 'AI 풀스택' 기술력 공개",20시간전,https://n.news.naver.com/article/092/0002430287
컴퓨터,"구글 클라우드, 삼성전자 DX부문 '에이전틱 AI 혁신' 맡는다",20시간전,https://n.news.naver.com/article/092/0002430286
컴퓨터,"딥노이드, 생성형 의료AI 상용화… ""에이전트 AI 승부수""",21시간전,https://n.news.naver.com/article/138/0002234002
컴퓨터,"정부, 말레이시아에 디지털 아카데미 열어…""아세안 AI 인재 양성""",22시간전,https://n.news.naver.com/article/092/0002430283
컴퓨터,"정부, 공무원용 'AI 법령 비서' 가동…업무 검토 시간 단축",22시간전,https://n.news.naver.com/article/092/0002430281
컴퓨터,"[유미's 픽] ""닷컴 버블 잊었다""…부활한 시스코, AI 보안 강자로 재조명",22시간전,https://n.news.naver.com/article/092/0002430280
컴퓨터,"뤼튼, AI 서비스 신뢰성 강화 '사용자위원회' 공식 출범",22시간전,https://n.news.naver.com/article/092/0002430278
컴퓨터,"“AI 수요 식지 않았다”…업계 “병목은 전력, 기업은 ROI 중심으로 진화”",23시간전,https://n.news.naver.com/article/029/0003036701
컴퓨터,"[SW키트] 엔타이어, 깃허브에 몰린 AI 트래픽 분산…""보완재에서 경쟁사로""",23시간전,https://n.news.naver.com/article/092/0002430245
컴퓨터,AI 못 쓰자 점수 반 토막 난 아이비리그…국내 대학가도 우려,23시간전,https://n.news.naver.com/article/092/0002430244
컴퓨터,"중국 지푸AI 창업자 ""최첨단 AI, 소수가 독점해선 안 된다""",23시간전,https://n.news.naver.com/article/092/0002430242
과학 일반,"구혁채 1차관, 국가신약개발사업단 찾아 AI 활용 전략 점검",9분전,https://n.news.naver.com/mnews/article/421/0009057750
과학 일반,"""AI 시대에도 질문하는건 인간""…서울미래인재재단 명사 특강",4시간전,https://n.news.naver.com/mnews/article/001/0016192332
과학 일반,"[과기원NOW] KAIST, 막힘없이 흐르는 2차원 반도체 구조 입증 外",15시간전,https://n.news.naver.com/article/584/0000038482
과학 일반,"심평원 'AI 윤리원칙' 선포…""사람이 중심 되는 인공지능""",17시간전,https://n.news.naver.com/article/421/0009056904
과학 일반,무료 AI 시대 연다…정부 '모두의 AI' 프로젝트 본격화(종합),17시간전,https://n.news.naver.com/article/001/0016192006
과학 일반,AI로 관상동맥조영술 방사선량 절반 뚝…분당서울대병원 ‘Angio-FILM’ 개발,17시간전,https://n.news.naver.com/article/009/0005706802
과학 일반,"중견 제약사, 스마트 혁신 '3색 승부수'…AI·친환경·국책",17시간전,https://n.news.naver.com/article/030/0003447226
과학 일반,"KAIST 신임 총장에 배충식 교수…""모든 전공서 AX 혁신 이룰 것""",18시간전,https://n.news.naver.com/article/015/0005309347
과학 일반,"정부, 국민 누구나 쓰는 '무료 AI' 만든다…모두의 AI 착수",18시간전,https://n.news.naver.com/article/001/0016191807
과학 일반,"""대형언어모델 이용해 AI 간 소통 규칙 자동 설계""",19시간전,https://n.news.naver.com/article/001/0016191520
과학 일반,MS·아마존·구글 탄소배출 급증…AI 데이터센터 확장의 그늘,19시간전,https://n.news.naver.com/article/584/0000038472
과학 일반,최우식 딥노이드 대표 “판독 보조 넘어 의료 AI 에이전트로 진화”,19시간전,https://n.news.naver.com/article/030/0003447084
과학 일반,“AI라는 ‘호랑이’ 피하지 말라”…다케다 CSO “신약개발 기간 절반으로 줄여”,20시간전,https://n.news.naver.com/article/009/0005706577
과학 일반,맥락 길어지면 기억 못하는 AI…성균관대 핵심 해법 2종 개발,20시간전,https://n.news.naver.com/article/421/0009056086
과학 일반,"한국, 아세안 AI인재 거점 말레이시아로 확대",22시간전,https://n.news.naver.com/article/001/0016190908
과학 일반,"KAIST, 반도체 속 '전기 병목현상' 해결 실마리 찾았다",23시간전,https://n.news.naver.com/article/001/0016190640
과학 일반,노벨상 수상자 3인 서울 집결…'AI가 바꿀 과학의 미래' 논의,23시간전,https://n.news.naver.com/article/421/0009055631
과학 일반,"KAIST, 2차원 단일체 반도체 구조 세계 최초 구현",23시간전,https://n.news.naver.com/article/421/0009055620
과학 일반,AI가 가설 세우고 논문까지 집필…인간 과학자 역할은?,23시간전,https://n.news.naver.com/article/421/0009055617
